Cocktail Name,Ingredients,Preparation,Glassware,Bartender,Location,Image_URL,Image_Path,Ingredients (Hebrew),Preparation (Hebrew)
Corpse Reviver #2,30 ml Gin 30 ml Cointreau 30 ml Lillet Blanc 30 ml Fresh Lemon Juice 1 dash Absinthe,Pour all ingredients into shaker with ice. Shake well and strain in chilled cocktail glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-corpse-reviver-2-6695cdad6da15.webp,cocktail_images\corpse_reviver__2.jpg,"30 מ""ל ג'ין 30 מ""ל קוינטרו 30 מ""ל Lillet Blanc 30 מ""ל מיץ לימון טרי 1 קורטוב אבסינת",יוצקים את כל החומרים לשייקר עם קרח. מנערים היטב ומסננים בכוס קוקטייל צוננת.
Cosmopolitan,40 ml Vodka Citron 15 ml Cointreau 15 ml Fresh Lime Juice 30 ml Cranberry Juice,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-cosmopolitan-6695cdae389dc.webp,cocktail_images\cosmopolitan.jpg,"40 מ""ל וודקה ציטרון 15 מ""ל קוינטרו 15 מ""ל מיץ ליים טרי 30 מ""ל מיץ חמוציות",הוסף את כל המרכיבים לשייקר קוקטיילים מלא בקרח. מנערים היטב ומסננים לכוס קוקטייל גדולה.
Cuba Libre,50 ml White Rum 120 ml Cola 10 ml Fresh Lime Juice,Build all ingredients in a highball glass filled with ice.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-cuba-libre-6695cdb0a6f80.webp,cocktail_images\cuba_libre.jpg,"50 מ""ל רום לבן 120 מ""ל קולה 10 מ""ל מיץ ליים טרי",בונים את כל המרכיבים בכוס highball מלאה בקרח.
French 75,30 ml Gin 15 ml Fresh Lemon Juice 15 ml Sugar Syrup 60 ml Champagne,"Pour all the ingredients, except Champagne, into a shaker. Shake well and strain into a Champagne flute. Top up with Champagne. Stir gently.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-french-75-6695cdb175e06.webp,cocktail_images\french_75.jpg,"30 מ""ל ג'ין 15 מ""ל מיץ לימון טרי 15 מ""ל סירופ סוכר 60 מ""ל שמפניה","יוצקים את כל המרכיבים, מלבד שמפניה, לשייקר. מנערים היטב ומסננים לחליל שמפניה. מלאו בשמפניה. מערבבים בעדינות."
French Connection,35 ml Cognac 35 ml Amaretto,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-french-connection-6695cdb3cc15f.webp,cocktail_images\french_connection.jpg,"35 מ""ל קוניאק 35 מ""ל אמרטו",יוצקים את כל המרכיבים ישירות לזכוכית מיושנת מלאה בקוביות קרח. מערבבים בעדינות.
Garibaldi,45 ml Bitter Campari 120 ml Freshly Squeezed Orange Juice,Build all ingredients in a highball glass filled with ice.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-garibaldi-6695cdb4cbf81.webp,cocktail_images\garibaldi.jpg,"45 מ""ל קמפרי מר 120 מ""ל מיץ תפוזים סחוט טרי",בונים את כל המרכיבים בכוס highball מלאה בקרח.
Grasshopper,20 ml Crème de Cacao (White) 20 ml Crème de Menthe (Green) 20 ml Fresh Cream,Pour all ingredients into shaker filled with ice. Shake briskly for few seconds. Strain into chilled cocktail glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-grasshopper-6695cdb737498.webp,cocktail_images\grasshopper.jpg,"20 מ""ל קרם דה קקאו (לבן) 20 מ""ל קרם דה מנטה (ירוק) 20 מ""ל קרם טרי",יוצקים את כל החומרים לשייקר מלא בקרח. לנער במהירות כמה שניות. מסננים לכוס קוקטייל צוננת.
Hemingway Special,60 ml Rum 40 ml Grapefruit Juice 15 ml Maraschino Luxardo 15 ml Fresh Lime,Pour all ingredients into a shaker with ice. Shake well and strain into a large cocktail glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-hemingway-special-6695cdb814e5a.webp,cocktail_images\hemingway_special.jpg,"60 מ""ל רום 40 מ""ל מיץ אשכוליות 15 מ""ל Maraschino Luxardo 15 מ""ל ליים טרי",יוצקים את כל החומרים לשייקר עם קרח. מנערים היטב ומסננים לכוס קוקטייל גדולה.
Horse’s Neck,40 ml Cognac 120 ml Ginger Ale Dash of Angostura Bitters (optional),"Pour Cognac and ginger ale directly into highball glass with ice cubes. Stir gently. If preferred, add dashes of Angostura Bitter.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-horses-neck-6695cdba5fadc.webp,cocktail_images\horse_s_neck.jpg,"40 מ""ל קוניאק 120 מ""ל Ginger Ale Dash of Angostura Bitters (אופציונלי)","יוצקים קוניאק וג'ינג'ר אייל ישירות לכוס גבוהה עם קוביות קרח. מערבבים בעדינות. אם עדיף, הוסיפו קורטובים של אנגוסטורה ביטר."
Irish Coffee,50 ml Irish Whiskey 120 ml Hot coffee 50 ml Fresh cream (Chilled) 1 teaspoon Sugar,Warm black coffee is poured into a preheated Irish coffee glass. Whiskey and at least one teaspoon of sugar is added and stirred until dissolved. Fresh thick chilled cream is carefully poured over the back of a spoon held just above the surface of the coffee. The layer of cream will float on the coffee without mixing. Plain sugar can be replaced with sugar syrup,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-irish-coffee-copy-6695cdbb430cd.webp,cocktail_images\irish_coffee.jpg,"50 מ""ל וויסקי אירי 120 מ""ל קפה חם 50 מ""ל שמנת פרש (מצונן) 1 כפית סוכר",קפה שחור חם מוזג לכוס אייריש קפה שחוממת מראש. מוסיפים ויסקי ולפחות כפית אחת של סוכר ומערבבים עד להמסה. קרם טרי וצנן סמיך מוזג בזהירות על גב כפית המוחזקת ממש מעל פני הקפה. שכבת הקרם תצוף על הקפה ללא ערבוב. סוכר רגיל ניתן להחליף בסירופ סוכר
Kir,90 ml Dry White Wine 10 ml Crème de Cassis,"Pour Crème de Cassis into glass, top up with white wine. NOTE: Kir Royal – Use Champagne instead of white wine",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-kir-6695cdbdbb2e1.webp,cocktail_images\kir.jpg,"90 מ""ל יין לבן יבש 10 מ""ל קרם דה קסיס","מוזגים את קרם דה קסיס לכוס, ממלאים ביין לבן. הערה: קיר רויאל - השתמשו בשמפניה במקום ביין לבן"
Lemon Drop Martini,30 ml Vodka 20 ml Triple Sec 15 ml Fresh Squeezed Lemon Juice,Pour all ingredients into a shaker with ice. Shake well and strain into a chilled cocktail glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-lemon-drop-martini-6695cdbe3eed7.webp,cocktail_images\lemon_drop_martini.jpg,"30 מ""ל וודקה 20 מ""ל Triple Sec 15 מ""ל מיץ לימון סחוט טרי",יוצקים את כל החומרים לשייקר עם קרח. מנערים היטב ומסננים לכוס קוקטייל צוננת.
Long Island Iced Tea,15 ml Vodka 15 ml Tequila 15 ml White rum 15 ml Gin 15 ml Cointreau 25 ml Lemon juice 30 ml Simple syrup Top with Cola,Add all ingredients into highball glass filled with ice. Stir gently.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-long-island-iced-tea-6695cdc10c463.webp,cocktail_images\long_island_iced_tea.jpg,"15 מ""ל וודקה 15 מ""ל טקילה 15 מ""ל רום לבן 15 מ""ל ג'ין 15 מ""ל קוינטרו 25 מ""ל מיץ לימון 30 מ""ל סירופ פשוט למעלה עם קולה",הוסף את כל המרכיבים לתוך כוס highball מלאה בקרח. מערבבים בעדינות.
Mai-Tai,30 ml Amber Jamaican Rum 30 ml Martinique Molasses Rhum* 15 ml Orange Curacao 15 ml Orgeat Syrup (Almond) 30 ml Fresh Squeezed Lime Juice 7.5 ml Simple Syrup,Add all ingredients into a shaker with ice. Shake and pour into a double rocks glass or an highball glass. * The Martinique molasses rum used by Trader Vic was not an Agricole Rhum but a type of “rummy” from molasses.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-mai-tai-6695cdc169ea3.webp,cocktail_images\mai_tai.jpg,"30 מ""ל אמבר ג'מייקני רום 30 מ""ל מרטיניק מולסה רום* 15 מ""ל כתום קורקאו 15 מ""ל סירופ אורז'אט (שקדים) 30 מ""ל מיץ ליים סחוט טרי 7.5 מ""ל סירופ פשוט","מוסיפים את כל החומרים לשייקר עם קרח. מנערים ומוזגים לכוס סלעים כפולה או כוס הייבול. * רום המולסה של מרטיניק ששימש את טריידר ויק לא היה Agricole Rhum אלא סוג של ""רמי"" ממולסה."
Margarita,50 ml Tequila 100% Agave 20 ml Triple Sec 15 ml Freshly Squeezed Lime Juice,Add all ingredients into a shaker with ice. Shake and strain into a chilled cocktail glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-margarita-6695cdd7505e0.webp,cocktail_images\margarita.jpg,"50 מ""ל טקילה 100% אגבה 20 מ""ל Triple Sec 15 מ""ל מיץ ליים סחוט טרי",מוסיפים את כל החומרים לשייקר עם קרח. מנערים ומסננים לכוס קוקטייל צוננת.
Mimosa,75 ml Freshly Squeezed  Orange Juice 75 ml Prosecco,Pour orange juice into flute glass and gently pour the sparkling wine. Stir gently. NOTE: Also known as Buck’s Fizz.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-mimosa-6695cdc4463c9.webp,cocktail_images\mimosa.jpg,"75 מ""ל מיץ תפוזים סחוט טרי 75 מ""ל פרוסקו",מוזגים מיץ תפוזים לכוס חליל ומוזגים בעדינות את היין המבעבע. מערבבים בעדינות. הערה: ידוע גם בשם Buck's Fizz.
Mint Julep,60 ml Bourbon Whiskey 4 fresh Mint sprigs 1 tsp Powdered Sugar 2 tsp Water,"In Julep Stainless Steel Cup gently muddle the mint with sugar and water. Fill the glass with cracked ice, add the Bourbon and stir well until the cup frosts.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-mint-julep-6695cdc4aa398.webp,cocktail_images\mint_julep.jpg,"60 מ""ל ויסקי בורבון 4 ענפי נענע טרייה 1 כפית אבקת סוכר 2 כפיות מים","בגביע נירוסטה ג'ולפ לערבב בעדינות את הנענע עם סוכר ומים. ממלאים את הכוס בקרח סדוק, מוסיפים את הבורבון ומערבבים היטב עד שהכוס מתקררת."
Mojito,45 ml White Cuban Ron 20 ml  Fresh Lime Juice 6 pcs Mint Sprigs 2 tsp White Cane Sugar Soda Water,Mix mint springs with sugar and lime juice. Add splash of soda water and fill the glass with ice. Pour the rum and top with soda water. Light stir to involve all ingredients.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-mojito-6695cdc755626.webp,cocktail_images\mojito.jpg,"45 מ""ל לבן קובה רון 20 מ""ל  מיץ ליים טרי 6 יח' ענפי נענע 2 כפיות סוכר קנה לבן מי סודה",מערבבים קפיצי נענע עם סוכר ומיץ ליים. מוסיפים שפריץ של מי סודה וממלאים את הכוס בקרח. יוצקים את הרום ומעליהם מי סודה. ערבוב קל כדי לערב את כל המרכיבים.
Moscow Mule,45 ml Smirnoff Vodka 120 ml Ginger Beer 10 ml Fresh lime juice,"In an Mule Cup or rocks glass, combine the vodka and ginger beer. Add lime juice and gently stir to involve all ingredients.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-moscow-mule-6695cdc7d8cb2.webp,cocktail_images\moscow_mule.jpg,"45 מ""ל וודקה סמירנוף 120 מ""ל בירה ג'ינג'ר 10 מ""ל מיץ ליים טרי","בכוס פרדה או כוס סלעים, שלבו את הוודקה ובירת הג'ינג'ר. מוסיפים מיץ ליים ומערבבים בעדינות כדי לערב את כל המרכיבים."
Pina Colada,50 ml White Rum 30 ml Coconut Cream 50 ml Fresh Pineapple Juice,"Blend all the ingredients with ice in a electric blender, pour into a large glass and serve with straws. Note: Historically a few drops of fresh lime juice was added to taste. 4 slices of fresh pineapple can be used instead of juice",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-pina-colada-6695cdcabbf00.webp,cocktail_images\pina_colada.jpg,"50 מ""ל רום לבן 30 מ""ל קרם קוקוס 50 מ""ל מיץ אננס טרי","מערבבים את כל המרכיבים עם קרח בבלנדר חשמלי, מוזגים לכוס גדולה ומגישים עם קשיות. הערה: באופן היסטורי נוספו כמה טיפות של מיץ ליים טרי לפי הטעם. ניתן להשתמש ב-4 פרוסות אננס טרי במקום מיץ"
Pisco Sour,60 ml Pisco 30 ml Fresh Lemon Juice 20 ml Simple Syrup 1 Raw whole Egg White,Add all ingredients into a shaker with ice. Shake and strain into a chilled goblet glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-pisco-sour-6695cdcaf1122.webp,cocktail_images\pisco_sour.jpg,"60 מ""ל פיסקו 30 מ""ל מיץ לימון טרי 20 מ""ל סירופ פשוט 1 חלבון ביצה שלם גולמי",מוסיפים את כל החומרים לשייקר עם קרח. מנערים ומסננים לתוך כוס גביע צוננת.
Rabo de Galo,60 ml Cachaca 20 ml Sweet Vermouth Cinzano Rosso 15 ml Cynar 2 Drops Angostura (Optional),"Combine all the ingredients into a rocks glass, add ice and stir briefly.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-rabo-de-galo-6695cdcdb2df1.webp,cocktail_images\rabo_de_galo.jpg,"60 מ""ל קצ'אקה 20 מ""ל ורמוט מתוק Cinzano Rosso 15 מ""ל Cynar 2 טיפות אנגוסטורה (אופציונלי)","מערבבים את כל החומרים לכוס סלעים, מוסיפים קרח ומערבבים קצרות."
Sea Breeze,40 ml Vodka 120 ml Cranberry Juice 30 ml Grapefruit Juice,Build all ingredients in a highball glass filled with ice.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-sea-breeze-6695cdce015a8.webp,cocktail_images\sea_breeze.jpg,"40 מ""ל וודקה 120 מ""ל מיץ חמוציות 30 מ""ל מיץ אשכוליות",בונים את כל המרכיבים בכוס highball מלאה בקרח.
Sex on the Beach,40 ml Vodka 20 ml Peach Schnapps 40 ml Fresh Orange Juice 40 ml Cranberry Juice,Build all ingredients in a highball glass filled with ice.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-sex-on-the-beach-6695cdd0aecf3.webp,cocktail_images\sex_on_the_beach.jpg,"40 מ""ל וודקה 20 מ""ל שנאפס אפרסק 40 מ""ל מיץ תפוזים טרי 40 מ""ל מיץ חמוציות",בונים את כל המרכיבים בכוס highball מלאה בקרח.
Singapore Sling,30 ml Gin 15 ml Cherry Sangue Morlacco 7.5 ml Cointreau 7.5 ml DOM Bénédictine 120 ml Fresh Pineapple Juice 15 ml Fresh Lime Juice 10 ml Grenadine Syrup A dash of Angostura bitters,Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into Hurricane glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-singapore-sling-6695cdd136426.webp,cocktail_images\singapore_sling.jpg,"30 מ""ל ג'ין 15 מ""ל דובדבן סנג מורלאקו 7.5 מ""ל קוינטרו 7.5 מ""ל DOM Bénédictine 120 מ""ל מיץ אננס טרי 15 מ""ל מיץ ליים טרי 10 מ""ל סירופ גרנדין קורטוב של אנגוסטורה ביטר",יוצקים את כל החומרים לשייקר קוקטיילים מלאים בקוביות קרח. לנער היטב. מסננים לתוך זכוכית הוריקן.
Tequila Sunrise,45 ml Tequila 90 ml Fresh Orange Juice 15 ml Grenadine Syrup,"Pour tequila and orange juice directly into highball glass filled with ice cubes. Add the grenadine syrup to create chromatic effect (sunrise), do not stir.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-tequila-sunrise-6695cdd3da10a.webp,cocktail_images\tequila_sunrise.jpg,"45 מ""ל טקילה 90 מ""ל מיץ תפוזים טרי 15 מ""ל סירופ גרנדין","יוצקים טקילה ומיץ תפוזים ישירות לתוך כוס גבוהה מלאת קוביות קרח. מוסיפים את סירופ הגרנדין ליצירת אפקט כרומטי (זריחה), אין לערבב."
Vesper,45 ml Gin 15 ml Vodka 7.5 ml Lillet Blanc,Pour all ingredients into cocktail shaker filled with ice cubes. Shake and strain into a chilled cocktail glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-vesper-6695cdd43284b.webp,cocktail_images\vesper.jpg,"45 מ""ל ג'ין 15 מ""ל וודקה 7.5 מ""ל Lillet Blanc",יוצקים את כל החומרים לשייקר קוקטיילים מלאים בקוביות קרח. מנערים ומסננים לכוס קוקטייל צוננת.
Zombie,45 ml Jamaican dark rum 45 ml Gold Puerto Rican rum 30 ml Demerara Rum 20 ml Fresh lime juice 15 ml Falernum 15 ml Donn’s Mix* 1 tsp Grenadine syrup 1 dash Angostura bitters 6 drops Pernod,Add all ingredients into an electric blender with 170 grams of cracked ice. With pulse bottom blend for a few seconds. Serve in a tall tumbler glass. Note: *Donn’s Mix: 2 parts of fresh yellow grapefruit and 1 part of cinnamon syrup,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-zombie-6695cdd6cef05.webp,cocktail_images\zombie.jpg,"45 מ""ל רום ג'מייקני כהה 45 מ""ל זהב רום פורטוריקני 30 מ""ל דמררה רום 20 מ""ל מיץ ליים טרי 15 מ""ל פלרנום 15 מ""ל Donn's Mix* 1 כפית סירופ גרנדין 1 קורט אנגוסטורה ביטר 6 טיפות Pernod",מוסיפים את כל החומרים לבלנדר חשמלי עם 170 גרם קרח סדוק. עם תחתית דופק לערבב לכמה שניות. מגישים בכוס כוסית גבוהה. הערה: *Donn's Mix: 2 חלקים של אשכולית צהובה טרייה וחלק אחד של סירופ קינמון
Bee’s Knees,52.5 ml Dry Gin 2 teaspoons Honey Syrup 22.5 ml Fresh Lemon Juice 22.5 ml Fresh Orange Juice,"Stir honey with lemon and orange juices until it dissolves, add gin and shake with ice. Strain into a chilled cocktail glass.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-bees-knees-6695d397e26c1.webp,cocktail_images\bee_s_knees.jpg,"52.5 מ""ל ג'ין יבש 2 כפיות סירופ דבש 22.5 מ""ל מיץ לימון טרי 22.5 מ""ל מיץ תפוזים טרי","מערבבים דבש עם מיצי לימון ותפוזים עד שהוא נמס, מוסיפים ג'ין ומנערים עם קרח. מסננים לכוס קוקטייל צוננת."
Bramble,50 ml Gin 25 ml Fresh Lemon Juice 12.5 ml Sugar Syrup 15 ml Crème de Mûre,"Pour all ingredients into cocktail shaker except the Crème de Mûre, shake well with ice, strain into chilled old fashioned glass filled with crushed ice, then pour the blackberry liqueur (Crème de Mûre) over the top of the drink, in a circular motion.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-bramble-6695d398036e1.webp,cocktail_images\bramble.jpg,"50 מ""ל ג'ין 25 מ""ל מיץ לימון טרי 12.5 מ""ל סירופ סוכר 15 מ""ל קרם דה מיור","יוצקים את כל המרכיבים לשייקר קוקטיילים מלבד ה-Crème de Mûre, מנערים היטב עם קרח, מסננים לכוס צוננת מיושנת מלאה בקרח כתוש, ואז יוצקים את ליקר האוכמניות (Crème de Mûre) על החלק העליון של המשקה, בתנועה סיבובית."
Canchanchara,60 ml Cuban Aguardiente 15 ml Fresh Lime Juice 15 ml Raw Honey 50 ml Water,"Mix honey with water and lime juice and spread the mixture on the bottom and sides of the glass. Add cracked ice, and then the rum. End by energetically stirring from bottom to top.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-canchanchara-6695d39b24d7e.webp,cocktail_images\canchanchara.jpg,"60 מ""ל Cuban Aguardiente 15 מ""ל מיץ ליים טרי 15 מ""ל דבש גולמי 50 מ""ל מים","מערבבים דבש עם מים ומיץ ליים ומורחים את התערובת על תחתית ודפנות הכוס. הוסף קרח סדוק, ולאחר מכן את הרום. סיימו בערבוב אנרגטי מלמטה למעלה."
Chartreuse Swizzle,45 ml Green Chartreuse 30 ml Fresh Pineapple Juice 22.5 ml Fresh Lime Juice 15 ml Falernum,"Pour all ingredients into a tall glass, add pebble ice. With the help of a swizzle stick (or cocktail spoon) mix vigorously, complete by filling the glass with more pebble ice.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-chartreuse-swizzle-6695d39b326e0.webp,cocktail_images\chartreuse_swizzle.jpg,"45 מ""ל שרטרז ירוק 30 מ""ל מיץ אננס טרי 22.5 מ""ל מיץ ליים טרי 15 מ""ל פלרנום","יוצקים את כל החומרים לכוס גבוהה, מוסיפים קרח חלוקי נחל. בעזרת מקל סוויזל (או כפית קוקטייל) מערבבים במרץ, משלימים על ידי מילוי הכוס בעוד קרח חלוקי נחל."
Dark ‘N’ Stormy,60 ml Goslings Rum 100 ml Ginger Beer,In a highball glass filled with ice pour the ginger beer and top floating with the Rum.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-dark-n-stormy-6695d39e2bd94.webp,cocktail_images\dark__n__stormy.jpg,"60 מ""ל Goslings Rum 100 מ""ל בירה ג'ינג'ר",בכוס הייבול מלאה בקרח מוזגים את בירה הג'ינג'ר והחלק העליון צף עם הרום.
Don’s Special Daiquiri,30 ml Gold Jamaican Rum 15 ml Cuban Rum 15 ml Passion Fruit Syrup 15 ml Fresh lime juice 15 ml Honey Syrup,Blend for a few seconds in a milkshake mixer with  crushed ice and pour into a footed copo glass. Fill the glass with more crushed ice.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-dons-special-daiquiri-6695d39e89fd7.webp,cocktail_images\don_s_special_daiquiri.jpg,"30 מ""ל רום ג'מייקני זהב 15 מ""ל רום קובני 15 מ""ל סירופ פסיפלורה 15 מ""ל מיץ ליים טרי 15 מ""ל סירופ דבש",מערבלים כמה שניות במיקסר מילקשייק עם קרח כתוש ומוזגים לכוס קופו עם רגל. ממלאים את הכוס בעוד קרח כתוש.
Espresso Martini,50 ml Vodka 30 ml Kahlúa 10 ml Sugar Syrup 1 strong Espresso,"Pour all ingredients into cocktail shaker, shake well with ice, strain into chilled cocktail glass.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-espresso-martini-6695d3a172fd3.webp,cocktail_images\espresso_martini.jpg,"50 מ""ל וודקה 30 מ""ל קאלואה 10 מ""ל סירופ סוכר 1 אספרסו חזק","יוצקים את כל החומרים לשייקר קוקטיילים, מנערים היטב עם קרח, מסננים לכוס קוקטייל צוננת."
Fernandito,50 ml Fernet Branca Fill up with Cola,"Pour the Fernet Branca into a double old fashioned glass with ice, fill the glass up with Cola. Gently stir.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-fernandito-6695d3a1a3586.webp,cocktail_images\fernandito.jpg,"50 מ""ל Fernet Branca מילוי עם קולה","מוזגים את ה-Fernet Branca לכוס מיושן כפול עם קרח, ממלאים את הכוס בקולה. מערבבים בעדינות."
French Martini,45 ml Vodka 15 ml Raspberry Liqueur 15 ml Fresh Pineapple Juice,"Pour all ingredients into cocktail shaker, shake well with ice, strain into chilled cocktail glass.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-french-martini-6695d3a4acf5f.webp,cocktail_images\french_martini.jpg,"45 מ""ל וודקה 15 מ""ל ליקר פטל 15 מ""ל מיץ אננס טרי","יוצקים את כל החומרים לשייקר קוקטיילים, מנערים היטב עם קרח, מסננים לכוס קוקטייל צוננת."
Gin Basil Smash,60ml Gin 22.5 ml Freshly Squeezed Lemon Juice 22.5 ml Sugar Syrup 10 pcs Italian Basil leaves,Add all ingredients into shaker with ice. Shake vigorously and pour into chilled cocktail glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-gin-basil-smash-6695d3a4c0967.webp,cocktail_images\gin_basil_smash.jpg,"60 מ""ל ג'ין 22.5 מ""ל מיץ לימון סחוט טרי 22.5 מ""ל סירופ סוכר 10 יח' עלי בזיליקום איטלקי",הוסף את כל החומרים לשייקר עם קרח. מנערים במרץ ומוזגים לכוס קוקטייל צוננת.
Grand Margarita,45 ml Tequila 100% agave 30 ml  Grand Marnier 15 ml Fresh Lime Juice,Rim the rock glass with good quality sea salt. Pour the ingredients into the  shaker. Add ice to both glass and shaker. Shake hard for 10 seconds. Strain the drink into the glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-tommys-margarita-6695d3c7171ef.webp,cocktail_images\grand_margarita.jpg,"45 מ""ל טקילה 100% אגבה 30 מ""ל גראנד מרנייה 15 מ""ל מיץ ליים טרי",שופעים את זכוכית הסלע במלח ים באיכות טובה. יוצקים את החומרים לשייקר. הוסף קרח גם לכוס וגם לשייקר. לנער חזק במשך 10 שניות. מסננים את המשקה לתוך הכוס.
IBA Tiki,30 ml Ron Profundo Havana Club 30 ml Ron Smoky Havana Club 15 ml Licor Amaretto 5 ml Licor Frangelico 5 drops Maraschino Luxardo 30 ml Passion Fruit Puree 90 Fresh Pineapple Juice 30 Fresh Lime Juice 1 pc Gengibre Slice,"In a cocktail shaker muddle a thin slice of Gengibre, Pour all other ingredients. Shake vigorously with ice. Strain into a chilled Tiki glass filled with pebbled ice.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-iba-tiki-6695d3a7e33fd.webp,cocktail_images\iba_tiki.jpg,"30 מ""ל רון פרופונדו הוואנה קלאב 30 מ""ל רון סמוקי הוואנה קלאב 15 מ""ל ליקור אמרטו 5 מ""ל ליקור פרנג'ליקו 5 טיפות Maraschino Luxardo 30 מ""ל פירה פסיפלורה 90 מיץ אננס טרי 30 מיץ ליים טרי 1 יחידה פרוסת ג'נג'יבר","בתוך שייקר קוקטיילים מערבבים פרוסה דקה של ג'נג'יברה, יוצקים את כל שאר המרכיבים. לנער במרץ עם קרח. מסננים לכוס טיקי צוננת מלאה בקרח חלוקי נחל."
